Date,Ball_Direction of maximum wind gust,Ball_Maximum temperature (°C),Ball_Minimum temperature (°C),Ball_Speed of maximum wind gust (km/h),Fern_Direction of maximum wind gust,Fern_Maximum temperature (°C),Fern_Minimum temperature (°C),Fern_Speed of maximum wind gust (km/h),Wang_Direction of maximum wind gust,Wang_Maximum temperature (°C),Wang_Minimum temperature (°C),Wang_Speed of maximum wind gust (km/h)
2018-07-04,NNE,13.0,5.5,72.0,,,,,,,,
2018-07-05,NNW,14.1,6.8,70.0,,,,,,,,
2018-07-06,W,10.8,5.6,57.0,,,,,,,,
2018-07-07,NW,8.1,4.5,65.0,,,,,,,,
2018-07-08,SW,10.8,5.1,63.0,,,,,,,,
2018-07-09,SW,8.8,6.0,31.0,,,,,,,,
2018-07-10,WNW,7.9,4.1,24.0,,,,,,,,
2018-07-11,NNE,4.2,2.9,41.0,,,,,,,,
2018-07-12,SSE,9.4,0.6,28.0,,,,,,,,
2018-07-13,S,10.5,2.0,22.0,,,,,,,,
2018-07-14,NNW,9.6,-2.0,39.0,,,,,,,,
2018-07-15,NNE,9.4,2.7,50.0,,,,,,,,
2018-07-16,NNE,9.7,3.5,52.0,,,,,,,,
2018-07-17,NW,13.0,3.0,100.0,,,,,,,,
2018-07-18,N,12.2,1.2,59.0,,,,,,,,
2018-07-19,N,10.5,3.2,50.0,,,,,,,,
2018-07-20,W,8.7,1.3,57.0,,,,,,,,
2018-07-21,W,9.3,1.7,33.0,,,,,,,,
2018-07-22,NNE,10.2,1.2,56.0,,,,,,,,
2018-07-23,NNE,11.0,4.8,85.0,,,,,,,,
2018-07-24,NNW,10.6,4.4,69.0,,,,,,,,
2018-07-25,N,10.2,0.9,31.0,,,,,,,,
2018-07-26,N,9.3,0.8,31.0,,,,,,,,
2018-07-27,N,13.8,3.4,31.0,,,,,,,,
2018-07-28,N,14.7,3.9,37.0,,,,,,,,
2018-07-29,W,9.2,5.9,72.0,,,,,,,,
2018-07-30,N,9.2,3.4,59.0,,,,,,,,
2018-07-31,NNW,11.9,3.6,59.0,,,,,,,,
2018-06-01,ESE,14.0,-1.6,22.0,,,,,,,,
2018-06-02,ESE,14.2,1.6,30.0,,,,,,,,
2018-06-03,SE,12.3,3.4,39.0,,,,,,,,
2018-06-04,S,12.5,1.7,31.0,,,,,,,,
2018-06-05,SE,13.4,6.0,37.0,,,,,,,,
2018-06-06,NNE,15.0,1.3,46.0,,,,,,,,
2018-06-07,N,13.2,7.8,59.0,,,,,,,,
2018-06-08,N,10.1,8.2,61.0,,,,,,,,
2018-06-09,N,13.5,7.7,24.0,,,,,,,,
2018-06-10,NNW,14.1,1.3,28.0,,,,,,,,
2018-06-11,NNE,13.4,2.3,67.0,,,,,,,,
2018-06-12,NNE,11.7,7.6,72.0,,,,,,,,
2018-06-13,N,10.7,3.7,56.0,,,,,,,,
2018-06-14,WNW,11.1,3.7,74.0,,,,,,,,
2018-06-15,W,9.8,4.4,61.0,,,,,,,,
2018-06-16,WSW,8.9,0.4,46.0,,,,,,,,
2018-06-17,SSW,9.4,2.9,57.0,,,,,,,,
2018-06-18,S,8.7,5.6,43.0,,,,,,,,
2018-06-19,E,10.8,-2.2,48.0,,,,,,,,
2018-06-20,N,9.5,2.1,44.0,,,,,,,,
2018-06-21,NE,11.9,-2.1,15.0,,,,,,,,
2018-06-22,NW,11.8,-1.2,31.0,,,,,,,,
2018-06-23,S,8.9,-0.2,26.0,,,,,,,,
2018-06-24,S,8.4,2.7,31.0,,,,,,,,
2018-06-25,None,10.4,4.3,0.0,,,,,,,,
2018-06-26,SE,12.3,4.5,50.0,,,,,,,,
2018-06-27,SSE,11.0,1.1,13.0,,,,,,,,
2018-06-28,NNE,13.4,-1.4,22.0,,,,,,,,
2018-06-29,N,10.2,2.4,56.0,,,,,,,,
2018-06-30,W,9.4,4.8,50.0,,,,,,,,
2018-05-01,N,20.2,3.1,39.0,,,,,,,,
2018-05-02,N,20.8,9.1,37.0,,,,,,,,
2018-05-03,N,19.5,7.8,54.0,,,,,,,,
2018-05-04,W,13.2,7.0,61.0,,,,,,,,
2018-05-05,WNW,17.5,6.4,46.0,,,,,,,,
2018-05-06,NNW,17.6,3.3,33.0,,,,,,,,
2018-05-07,NNW,17.1,6.1,67.0,,,,,,,,
2018-05-08,SSW,15.9,7.3,24.0,,,,,,,,
2018-05-09,NNW,14.7,1.9,44.0,,,,,,,,
2018-05-10,WSW,8.2,4.3,52.0,,,,,,,,
2018-05-11,SSW,9.6,2.8,74.0,,,,,,,,
2018-05-12,S,12.6,7.2,57.0,,,,,,,,
2018-05-13,S,12.6,7.6,41.0,,,,,,,,
2018-05-14,SE,14.8,5.2,33.0,,,,,,,,
2018-05-15,S,11.9,5.6,43.0,,,,,,,,
2018-05-16,S,10.3,3.9,41.0,,,,,,,,
2018-05-17,W,11.0,6.8,37.0,,,,,,,,
2018-05-18,SW,13.8,7.6,37.0,,,,,,,,
2018-05-19,WSW,10.1,4.4,30.0,,,,,,,,
2018-05-20,W,13.2,7.0,50.0,,,,,,,,
2018-05-21,WSW,12.1,8.3,48.0,,,,,,,,
2018-05-22,WSW,13.1,9.2,43.0,,,,,,,,
2018-05-23,SSW,10.9,9.0,31.0,,,,,,,,
2018-05-24,S,12.6,8.9,35.0,,,,,,,,
2018-05-25,SE,15.0,5.3,41.0,,,,,,,,
2018-05-26,N,16.3,2.2,37.0,,,,,,,,
2018-05-27,N,15.4,7.4,50.0,,,,,,,,
2018-05-28,NNE,15.4,10.6,57.0,,,,,,,,
2018-05-29,NNE,12.0,8.8,50.0,,,,,,,,
2018-05-30,W,11.9,0.6,54.0,,,,,,,,
2018-05-31,S,11.7,4.5,39.0,,,,,,,,
2018-04-01,NW,25.4,8.4,54.0,,,,,,,,
2018-04-02,S,19.5,10.8,39.0,,,,,,,,
2018-04-03,SSW,19.2,10.6,37.0,,,,,,,,
2018-04-04,SSE,26.5,7.2,30.0,,,,,,,,
2018-04-05,S,19.9,6.3,30.0,,,,,,,,
2018-04-06,S,19.8,8.5,35.0,,,,,,,,
2018-04-07,W,22.9,3.7,31.0,,,,,,,,
2018-04-08,N,28.7,9.0,56.0,,,,,,,,
2018-04-09,NNE,26.4,7.8,31.0,,,,,,,,
2018-04-10,N,26.7,14.4,43.0,,,,,,,,
2018-04-11,ESE,32.2,15.6,46.0,,,,,,,,
2018-04-12,N,23.4,16.7,59.0,,,,,,,,
2018-04-13,WNW,20.6,6.0,65.0,,,,,,,,
2018-04-14,W,12.3,7.6,74.0,,,,,,,,
2018-04-15,W,14.4,5.6,63.0,,,,,,,,
2018-04-16,W,17.6,10.7,56.0,,,,,,,,
2018-04-17,SE,14.1,6.9,41.0,,,,,,,,
2018-04-18,N,20.6,3.8,41.0,,,,,,,,
2018-04-19,ESE,21.7,5.1,26.0,,,,,,,,
2018-04-20,SSE,24.3,5.9,30.0,,,,,,,,
2018-04-21,WSW,23.9,3.3,30.0,,,,,,,,
2018-04-22,NW,23.5,5.8,28.0,,,,,,,,
2018-04-23,N,26.0,7.2,37.0,,,,,,,,
2018-04-24,NNE,21.5,12.8,39.0,,,,,,,,
2018-04-25,W,18.7,9.6,33.0,,,,,,,,
2018-04-26,WSW,15.5,6.0,37.0,,,,,,,,
2018-04-27,SE,16.5,4.9,41.0,,,,,,,,
2018-04-28,ESE,20.2,8.5,35.0,,,,,,,,
2018-04-29,SSE,17.5,6.6,35.0,,,,,,,,
2018-04-30,SSE,20.2,4.6,20.0,,,,,,,,
2018-03-01,SE,22.8,11.6,41.0,,,,,,,,
2018-03-02,SE,26.4,11.6,35.0,,,,,,,,
2018-03-03,NW,29.6,11.1,48.0,,,,,,,,
2018-03-04,SSE,21.5,11.2,43.0,,,,,,,,
2018-03-05,S,19.5,7.3,54.0,,,,,,,,
2018-03-06,SE,23.8,11.0,59.0,,,,,,,,
2018-03-07,NNE,28.3,10.7,46.0,,,,,,,,
2018-03-08,SE,30.2,10.5,44.0,,,,,,,,
2018-03-09,ESE,31.8,10.5,43.0,,,,,,,,
2018-03-10,NNW,32.6,11.6,39.0,,,,,,,,
2018-03-11,SSE,25.8,12.1,43.0,,,,,,,,
2018-03-12,S,19.8,10.4,46.0,,,,,,,,
2018-03-13,SSE,22.1,11.1,44.0,,,,,,,,
2018-03-14,SSE,23.8,10.6,37.0,,,,,,,,
2018-03-15,SSE,20.4,9.0,33.0,,,,,,,,
2018-03-16,NNW,25.7,10.5,41.0,,,,,,,,
2018-03-17,NNW,29.0,13.8,76.0,,,,,,,,
2018-03-18,WNW,19.1,15.8,80.0,,,,,,,,
2018-03-19,WNW,23.5,7.0,52.0,,,,,,,,
2018-03-20,ESE,17.7,9.1,65.0,,,,,,,,
2018-03-21,ESE,22.9,9.7,65.0,,,,,,,,
2018-03-22,NNE,26.4,10.0,50.0,,,,,,,,
2018-03-23,NNE,26.6,13.6,50.0,,,,,,,,
2018-03-24,NNE,21.9,15.3,39.0,,,,,,,,
2018-03-25,NW,21.1,15.0,74.0,,,,,,,,
2018-03-26,W,15.0,6.0,52.0,,,,,,,,
2018-03-27,N,19.8,2.3,46.0,,,,,,,,
2018-03-28,N,27.7,7.9,57.0,,,,,,,,
2018-03-29,WSW,21.8,12.7,28.0,,,,,,,,
2018-03-30,WSW,21.1,8.9,43.0,,,,,,,,
2018-03-31,W,22.0,7.5,30.0,,,,,,,,
2018-02-01,SSE,20.8,8.6,48.0,,,,,,,,
2018-02-02,SSE,23.9,11.6,48.0,,,,,,,,
2018-02-03,SE,26.8,13.3,46.0,,,,,,,,
2018-02-04,SE,29.6,13.4,39.0,,,,,,,,
2018-02-05,SE,31.7,9.7,48.0,,,,,,,,
2018-02-06,S,32.5,12.6,52.0,,,,,,,,
2018-02-07,S,35.4,17.2,43.0,,,,,,,,
2018-02-08,SSE,30.8,17.6,37.0,,,,,,,,
2018-02-09,SE,29.0,17.5,35.0,,,,,,,,
2018-02-10,NNW,30.5,15.6,69.0,,,,,,,,
2018-02-11,S,21.4,10.5,41.0,,,,,,,,
2018-02-12,SSE,22.6,9.3,35.0,,,,,,,,
2018-02-13,WNW,27.4,10.4,50.0,,,,,,,,
2018-02-14,W,20.5,12.2,69.0,,,,,,,,
2018-02-15,WNW,21.6,5.3,44.0,,,,,,,,
2018-02-16,SSW,22.5,11.2,37.0,,,,,,,,
2018-02-17,NNW,27.7,5.3,44.0,,,,,,,,
2018-02-18,SE,27.8,9.5,48.0,,,,,,,,
2018-02-19,SE,22.0,13.6,76.0,,,,,,,,
2018-02-20,SE,29.1,11.9,69.0,,,,,,,,
2018-02-21,N,26.0,14.4,50.0,,,,,,,,
2018-02-22,NNE,22.2,18.4,39.0,,,,,,,,
2018-02-23,NNE,32.8,17.4,65.0,,,,,,,,
2018-02-24,S,27.2,18.5,44.0,,,,,,,,
2018-02-25,SSE,18.1,10.6,72.0,,,,,,,,
2018-02-26,ESE,26.0,10.8,52.0,,,,,,,,
2018-02-27,N,30.0,10.5,57.0,,,,,,,,
2018-02-28,W,25.3,15.3,65.0,,,,,,,,
2018-01-01,S,25.4,12.3,37.0,,,,,,,,
2018-01-02,SSW,21.0,9.7,43.0,,,,,,,,
2018-01-03,S,22.8,9.3,44.0,,,,,,,,
2018-01-04,S,27.4,10.5,39.0,,,,,,,,
2018-01-05,WNW,32.2,11.9,35.0,,,,,,,,
2018-01-06,N,39.7,16.4,69.0,,,,,,,,
2018-01-07,ESE,26.4,12.3,41.0,,,,,,,,
2018-01-08,SE,27.3,12.9,35.0,,,,,,,,
2018-01-09,S,21.5,8.8,69.0,,,,,,,,
2018-01-10,SE,25.3,8.2,50.0,,,,,,,,
2018-01-11,N,32.3,9.4,41.0,,,,,,,,
2018-01-12,NNE,24.9,19.9,35.0,,,,,,,,
2018-01-13,SSW,18.0,11.0,56.0,,,,,,,,
2018-01-14,SSE,20.5,6.7,52.0,,,,,,,,
2018-01-15,SSE,24.6,9.2,54.0,,,,,,,,
2018-01-16,SSE,26.3,9.9,44.0,,,,,,,,
2018-01-17,ESE,32.7,10.8,37.0,,,,,,,,
2018-01-18,NW,38.2,13.6,52.0,,,,,,,,
2018-01-19,NW,40.5,17.2,65.0,,,,,,,,
2018-01-20,S,29.7,17.2,44.0,,,,,,,,
2018-01-21,SE,35.2,19.0,43.0,,,,,,,,
2018-01-22,SSE,31.6,15.6,44.0,,,,,,,,
2018-01-23,SE,28.4,12.6,43.0,,,,,,,,
2018-01-24,SE,29.4,12.0,44.0,,,,,,,,
2018-01-25,ESE,34.4,14.0,43.0,,,,,,,,
2018-01-26,WSW,33.5,15.4,63.0,,,,,,,,
2018-01-27,ESE,33.5,16.4,39.0,,,,,,,,
2018-01-28,NNE,36.7,22.0,48.0,,,,,,,,
2018-01-29,NNE,33.9,24.1,59.0,,,,,,,,
2018-01-30,SSE,18.7,11.6,54.0,,,,,,,,
2018-01-31,SSE,18.0,8.5,63.0,,,,,,,,
